code,name,market,category,riskLevel,personality,profit1,profit1_reason,profit1_source,profit2,profit2_reason,profit2_source,profit3,profit3_reason,profit3_source,key1,key1_reason,key1_source,key2,key2_reason,key2_source,key3,key3_reason,key3_source,risk1,risk1_reason,risk1_source,risk2,risk2_reason,risk2_source,risk3,risk3_reason,risk3_source,reminder
6530,創威,上櫃通信網路,J001460|I023590,,光收發小兵,光收發模組,,,光學次模組(OSA),,,工控光通訊,,,工控/廣電市場需求,,,客製化訂單比重,,,毛利率,,,規模經濟不足,,,標準品殺價,,,紅色供應鏈競爭,,,避開大型資料中心紅海，專攻工控與廣播電視等利基型光收發模組。
6514,芮特-KY,上櫃通信網路,,,天線利基廠,車用天線,,,網通天線,,,物聯網天線,,,士電/昇達科集團資源,,,私有化/合併議題,,,車用營收佔比,,,匯率風險,,,併購下市風險(注意公告),,,單一客戶集中,,,昇達科子公司，專做利基型天線，近期因集團策略調整(士電入主)，需留意股權變動或私有化動向。
6486,互動,上櫃通信網路,I023330,,電信SI獲利王,電信系統整合,,,媒體廣播系統,,,5G專網,,,中華電信資本支出,,,5G基地台建設案,,,高現金殖利率,,,電信商縮減預算,,,專案驗收延宕,,,人力成本上升,,,仲琦關係企業，專門幫電信業者蓋基地台與系統整合，獲利與配息非常大方。
6470,宇智,上櫃通信網路,I023390|I023510,,工控路由設計,4G/5G路由器,,,工控物聯網設備,,,企業級網通,,,北美電信商FWA訂單,,,5G FWA滲透率,,,新產品(車用)佔比,,,客戶庫存調整,,,匯率波動,,,關鍵晶片漲價,,,不拚量大，專攻企業與工控用的無線路由器設計，主要市場在北美。
6465,威潤,上櫃通信網路,I023680,,車聯網轉機,車隊管理裝置(Tracker),,,車聯網閘道器,,,日本車廠專案,,,日本/北美訂單,,,新品毛利,,,營運轉虧為盈進度,,,2G/3G退網換機潮結束,,,市場競爭激烈,,,規模過小,,,專做車隊管理追蹤器，近年深耕日本市場，試圖擺脫過去幾年的營運低潮。
6417,韋僑,上櫃通信網路,I023510,,RFID標籤王,RFID Tag(醫療/工控),,,無線射頻識別,,,票卡,,,醫療耗材RFID滲透率,,,歐美工控需求,,,新廠產能利用率,,,銅價/PET成本,,,客戶認證週期長,,,匯率風險,,,RFID應用不斷擴大(如手術刀履歷、工廠自動化)，是物聯網趨勢的實質受惠者。
6263,普萊德,上櫃通信網路,I023510,,品牌資優生,工業級網路設備,,,PoE交換器,,,自有品牌(PLANET),,,歐洲/美國市場景氣,,,毛利率(長期>40%),,,高現金殖利率,,,歐洲經濟衰退,,,匯率波動,,,晶片成本,,,台灣網通界的「存股聖品」，堅持自有品牌與高毛利工業用產品，獲利穩定性極高。
6245,立端,上櫃通信網路,,,邊緣運算龍頭,網路安全伺服器,,,邊緣運算電腦,,,電信白盒設備,,,AI Edge專案,,,美系大廠ODM訂單,,,台達電入股綜效,,,企業IT支出縮減,,,伺服器庫存調整,,,新競爭者切入,,,全球網安硬體平台龍頭，台達電入股後強化供應鏈，是AI邊緣運算硬體的指標股。
6241,易通展,上櫃通信網路,I023390|I023510,,網通代工轉型,網通設備代工,,,數位家庭產品,,,車用電子,,,新經營團隊策略,,,車用產品佔比,,,虧損改善狀況,,,本業長期競爭力弱,,,轉型方向不明,,,流動性風險,,,傳統網通代工廠，獲利能力較差，近年試圖轉型車用與物聯網。
6218,豪勉,上櫃通信網路,I023330,,設備代理商,半導體設備代理,,,資訊網路SI,,,LED測試設備,,,台積電/封測廠擴產,,,IT標案入帳,,,代理佣金收入,,,半導體景氣循環,,,原廠收回代理權,,,標案毛利低,,,業務由「半導體設備代理」與「網路系統整合」組成，獲利隨半導體資本支出波動。
6190,萬泰科,上櫃通信網路,I023340,,低軌衛星線王,網路線,,,極細同軸線,,,低軌衛星用線,,,美國基建法案(BEAD),,,SpaceX訂單,,,銅價LME走勢,,,美國基建撥款速度,,,銅價暴跌,,,匯率風險,,,美國寬頻基建與低軌衛星(Starlink)的雙重受惠者，產品是網路最基礎的「線」。
6170,統振,上櫃通信網路,I023630,,移工金流王,外籍移工匯款(Q-Pay),,,電池模組,,,美妝代理,,,移工匯款筆數,,,金融科技(FinTech)獲利,,,電池業務持穩,,,法規監管風險,,,匯率波動,,,競爭者(加密貨幣/地下匯兌),,,成功從電池廠轉型為「金融科技」公司，專做外籍移工的小額匯款，擁有特許執照護城河。
6163,華電網,上櫃通信網路,I023330,,電信寬頻SI,寬頻系統整合,,,智慧交通,,,資安服務,,,中華電信/公部門標案,,,前瞻計畫預算,,,毛利率改善,,,大型專案延宕,,,人力成本大增,,,低毛利競爭,,,國內老牌系統整合商，主要承接政府與電信商的大型寬頻與交通建設標案。
6143,振曜,上櫃通信網路,,,彩色電子書,電子書閱讀器,,,電子貨架標籤(ESL),,,揚聲器,,,彩色電子紙換機潮,,,元太(E Ink)供貨狀況,,,毛利率,,,關鍵零組件(面板)缺貨,,,台幣升值,,,新技術良率,,,全球最大的電子書閱讀器代工廠，與元太關係緊密，彩色電子書是未來兩年的最大動能。
6109,亞元,上櫃通信網路,I023470,,電源轉充電,電源供應器,,,變壓器,,,電動車充電樁,,,充電樁代工訂單,,,工業電源佔比,,,毛利率,,,消費電子需求疲弱,,,充電樁殺價競爭,,,原物料銅價,,,從傳統變壓器轉型代工電動車充電樁，良維集團成員，營運體質調整中。
5353,台林,上櫃通信網路,I023110|I023510,,工控網通代工,工業網路設備,,,半導體設備配電箱,,,儲能設備,,,日系客戶訂單,,,半導體設備需求,,,毛利率(少量多樣),,,日圓匯率,,,大客戶庫存調整,,,規模經濟不足,,,專做「少量多樣」的高階代工(如Nokia/日系大廠)，跨足半導體設備配電箱，獲利穩健。
5348,正能量智能,上櫃通信網路,I023680,,殼股轉型,AI雲端服務(預計),,,鏡頭模組(舊業),,,軟體代理,,,新業務營收貢獻,,,經營權穩定度,,,轉型計畫,,,本業無實質獲利,,,題材炒作風險,,,全額交割/變更交易,,,原名「系通」，曾經做鏡頭，現在更名轉型做AI智能服務，投機色彩濃厚，需觀察實質業績。
4979,華星光,上櫃通信網路,J001460|I023590,,光通訊飆股,光收發模組,,,光學元件,,,CPO封裝服務,,,Marvell/美系客戶訂單,,,資料中心400G/800G需求,,,CPO技術進度,,,客戶砍單風險,,,股價波動劇烈(高本益比),,,光通訊庫存堆積,,,因打入Marvell供應鏈而大漲，是AI資料中心光收發模組的指標股，波動極大。
4909,新復興,上櫃通信網路,I023230,,衛星PCB王,高頻微波PCB,,,5G基地台PCB,,,低軌衛星PCB,,,SpaceX/Kuiper訂單,,,5G基建復甦,,,產能利用率,,,低軌衛星發射進度,,,原物料(銅箔基板)漲價,,,單一產業波動,,,低軌衛星地面接收設備PCB的主要供應商，營運隨衛星發射數量與用戶成長爆發。
4908,前鼎,上櫃通信網路,J001460,,光通訊老店,光收發模組,,,光纖次模組,,,HDMI光纖線,,,自動化設備需求,,,日系客戶訂單,,,毛利率,,,光通訊景氣循環,,,標準品競爭,,,新產品開發慢,,,老牌光通訊廠，財務結構健康，主要市場在日本與自動化應用，獲利穩健。
4905,台聯電,上櫃通信網路,J001460|I023510,,專網設備,數據機,,,IAD整合存取設備,,,工業網通,,,專網標案需求,,,5G FWA產品,,,毛利率,,,營收規模小,,,標案不連續,,,流動性差,,,規模較小的網通廠，主攻電信專網與工業應用設備。
4903,聯光通,上櫃通信網路,,,光纜鋪設工,光纖光纜,,,光通訊工程,,,隧道無線通訊,,,台鐵/捷運軌道標案,,,台電強韌電網工程,,,光纜價格,,,公共工程延宕,,,原物料成本,,,同業低價搶標,,,主要承接政府軌道與隧道的通訊工程，以及光纜製造，屬內需型基建股。
3684,榮昌,上櫃通信網路,I023510,,戶外天線手,工業級無線模組,,,戶外天線,,,車隊管理線束,,,歐美戶外寬頻訂單,,,工業物聯網需求,,,毛利率,,,匯率波動,,,原物料銅價,,,地緣政治(歐洲市場),,,專做工業與戶外用的高階天線與模組，產品耐候性要求高，毛利優於消費性天線。
3672,康聯訊,上櫃通信網路,,,光纖到戶兵,光纖交換器,,,CPE終端設備,,,FTTH設備,,,歐洲/印度光纖佈建,,,瑞典客戶訂單,,,匯率(歐元),,,光纖普及率飽和,,,新興市場匯率風險,,,同業殺價,,,主攻歐洲與新興市場的光纖到府(FTTH)設備，客戶多為當地二線電信商或SI。
3664,安瑞-KY,上櫃通信網路,,,資安轉機股,ADC(應用交付控制器),,,SSL VPN,,,WAF防火牆,,,大股東(桦赋科技)資源,,,印度/日本市場營收,,,資安軟體訂閱,,,長期虧損,,,資安市場大廠寡占,,,研發費用高,,,專做資安硬體(ADC/VPN)，主要市場在印度與日本，近年引入新大股東試圖轉型。
3632,研勤,上櫃通信網路,I023680|I027011,,行車記錄轉AI,PAPAGO行車記錄器,,,Face8人臉辨識,,,AI專案,,,人臉辨識專案落地數,,,行車記錄器市佔,,,轉型成效,,,硬體本業萎縮,,,AI軟體營收佔比低,,,長期虧損,,,昔日PAPAGO導航霸主，現在硬體沒落，全力轉型做「Face8」人臉辨識系統，供健身房/工地使用。
3564,其陽,上櫃通信網路,,,友通資安兵,網路安全伺服器,,,伺服器主機板,,,邊緣運算,,,友通/佳世達集團綜效,,,資安硬體訂單,,,中國市場狀況,,,資安支出縮減,,,庫存去化,,,關鍵晶片缺貨,,,友通(佳世達集團)入主後，專攻網路安全硬體平台，與集團內部資源整合中。
3558,神準,上櫃通信網路,I023510,,企業網通資優生,企業級無線網路,,,交換器,,,運算網路(Server),,,企業IT支出,,,伺服器新產能(越南),,,AI邊緣運算訂單,,,全球經濟衰退,,,庫存水位過高,,,新產能折舊壓力,,,神腦集團旗下，專攻企業級(Enterprise)網通設備，技術實力強，近年跨足運算伺服器領域。
3499,環天科,上櫃通信網路,I023680,,追蹤器老廠,GPS追蹤器,,,LoRa物聯網,,,穿戴裝置,,,物聯網專案訂單,,,GPS應用需求,,,新產品毛利,,,消費性GPS被手機取代,,,營收規模小,,,轉型速度慢,,,老牌GPS廠，消費性市場萎縮後，轉攻B2B的物聯網追蹤與LoRa應用。
3491,昇達科,上櫃通信網路,I023510,,低軌衛星王,微波/毫米波元件,,,衛星通訊元件,,,射頻濾波器,,,Starlink/Kuiper發射量,,,衛星元件營收佔比,,,毛利率(>40%),,,衛星發射延期,,,地緣政治風險,,,匯率波動,,,全球兩大低軌衛星營運商(Starlink  Kuiper)的關鍵供應商，掌握微波元件核心技術，毛利極高。
3466,德晉,上櫃通信網路,,,機殼轉綠能,機殼/音箱(舊業),,,儲能櫃組裝,,,綠能投資,,,新經營團隊(切入綠能),,,儲能案場訂單,,,轉型成效,,,本業數位相機已死,,,綠能業務不穩,,,全額交割風險,,,前身是「致振」，經歷多次轉型與經營權變動，現在主打儲能櫃組裝，投機性高。
3363,上詮,上櫃通信網路,,,CPO夢想家,CPO光纖陣列(FA),,,光纖跳接線,,,光柵,,,台積電CPO合作傳聞,,,與Nvidia合作進度,,,光通訊營收,,,CPO技術量產時間不確定,,,股價過度反應(作夢),,,傳統光纖殺價,,,因傳出與台積電合作CPO(共同封裝光學)專利技術而爆紅，是矽光子題材的指標股，但實質貢獻待時間驗證。
3306,鼎天,上櫃通信網路,I023680,,車用GPS,車用導航主機,,,ADAS模組,,,車聯網,,,廣達集團資源,,,車用訂單,,,新產品(機車儀表)滲透,,,車市景氣波動,,,導航被手機取代,,,集團綜效不明顯,,,廣達集團成員，主攻車用導航與ADAS模組，近年切入機車數位儀表板。
3234,光環,上櫃通信網路,,,感測轉機,光收發模組,,,手機感測元件(Proximity),,,5G光通訊,,,手機銷量(感測器),,,光通訊庫存去化,,,毛利率回升,,,消費電子疲弱,,,技術被替代,,,財務體質較弱,,,曾經的手機感測器飆股，經歷多年虧損後，隨手機市場復甦與光通訊需求回溫，具轉機題材。
3221,台嘉碩,上櫃通信網路,J000370,,濾波器專家,SAW Filter(表面聲波),,,石英元件,,,生醫檢測,,,車用/網通濾波器需求,,,生醫快篩銷量,,,村田製作所(Murata)合作,,,手機市場殺價,,,生醫需求退燒,,,匯率波動,,,台灣主要的SAW Filter製造商，應用在網通與車用，另有生醫子公司(嘉碩生醫)。
3163,波若威,上櫃通信網路,,,光纖寬頻手,光波長分合器(WDM),,,光纖連接器,,,分歧器,,,美國寬頻基建(BEAD),,,資料中心升級,,,10G PON需求,,,客戶庫存調整,,,光通訊價格戰,,,匯率風險,,,專做光纖被動元件，主要市場在北美，是美國寬頻基建法案的直接受惠者。
3152,璟德,上櫃通信網路,I023510,,LTCC元件王,LTCC濾波器,,,整合元件,,,無線模組,,,WiFi 7/5G滲透率,,,手機/網通訂單,,,毛利率(極高),,,手機市場衰退,,,庫存去化速度,,,價格競爭,,,利用LTCC低溫共燒陶瓷技術做濾波器，毛利驚人，WiFi規格升級(WiFi 7)是最大驅動力。
3095,及成,上櫃通信網路,,,機構件小廠,金屬沖壓機構,,,通訊產品外殼,,,車用零件,,,車用/醫療訂單佔比,,,營收規模,,,虧損改善,,,本業長期競爭力弱,,,單一客戶依賴,,,流動性風險,,,規模較小的金屬機構廠，近年轉攻醫療與車用利基市場。
3081,聯亞,上櫃通信網路,,,矽光子磊晶王,雷射二極體磊晶(LD),,,矽光子(SiPh)磊晶,,,PD,,,資料中心800G/1.6T需求,,,矽光子客戶(美系)訂單,,,消費性(手機)LD需求,,,矽光子量產延宕,,,中國電信市場疲弱,,,折舊壓力,,,位於光通訊最上游的「磊晶廠」，掌握矽光子光源的核心技術，AI資料中心升級的最大受惠者之一。
OTC66,電子零組件,上櫃電子零組件,,,personality,profit1,,,profit2,,,profit3,,,key1,,,key2,,,key3,,,risk1,,,risk2,,,risk3,,,reminder
8358,金居,上櫃電子零組件,I023220,,伺服器銅箔王,RG高頻銅箔,,,特殊銅箔(車用),,,一般銅箔,,,AI伺服器出貨量,,,Whitley/Eagle Stream滲透率,,,銅價LME,,,銅價加工費下跌,,,新平台轉換延遲,,,同業產能擴充,,,專攻伺服器用的高頻高速銅箔，Intel與AMD新平台滲透率是關鍵。
8291,尚茂,上櫃電子零組件,I023220,,銅箔轉型,銅箔基板,,,絕緣材料,,,銅箔加工,,,PCB產業景氣,,,銅價走勢,,,轉型成效,,,長期虧損,,,市場競爭力弱,,,流動性不足,,,營運規模小，長期處於虧損邊緣，缺乏明顯護城河。
8289,泰藝,上櫃電子零組件,I023370,,石英元件老廠,石英振盪器,,,石英晶體,,,車用頻率元件,,,網通設備需求,,,車用營收佔比,,,B/B值,,,晶技/希華競爭,,,消費電子疲弱,,,匯率波動,,,老牌石英元件廠，近年積極切入車用與網通高階產品。
8182,加高,上櫃電子零組件,,,日系石英兵,石英晶體,,,振盪器,,,感測元件,,,大股東(大真空)訂單,,,日圓匯率,,,消費電子景氣,,,日圓大幅波動,,,技術依賴母公司,,,價格競爭,,,日本大真空(Daishinku)轉投資，營運策略與技術高度依賴日方母公司。
8155,博智,上櫃電子零組件,I023230,,伺服器板精品,伺服器PCB,,,工業電腦PCB,,,高層數板,,,伺服器新平台滲透率,,,IPC訂單B/B值,,,毛利率(高標),,,伺服器庫存調整,,,產能規模較小,,,原物料成本,,,仁寶集團成員，不拚量大，專攻高層數、高毛利的伺服器與IPC板。
8147,正淩,上櫃電子零組件,J001460|I023350,,醫療通訊連接,醫療連接器,,,光通訊連接器,,,背板連接器,,,醫療設備訂單,,,光通訊高頻需求,,,信邦入股綜效,,,醫療認證週期長,,,光通訊庫存去化,,,新廠折舊,,,信邦入股後強化了醫療與工業領域的佈局，產品少量多樣高毛利。
8121,越峰,上櫃電子零組件,J001030|I023370,,被動元件上游,錳鋅/鎳鋅鐵氧體磁粉,,,電感鐵芯,,,碳化矽(SiC)粉末,,,被動元件景氣,,,台亞集團策略,,,SiC粉末認證,,,被動元件去庫存,,,SiC研發燒錢,,,轉投資波動,,,台亞集團成員，本業是電感原料，市場夢想在於子公司「台硅」的SiC粉末。
8109,博大,上櫃電子零組件,I023470,,工業電源資優生,鐵道電源,,,醫療電源,,,工業自動化電源,,,歐洲工業訂單,,,毛利率(長期>45%),,,高現金殖利率,,,歐洲經濟衰退,,,匯率波動,,,標案延宕,,,電源供應器界的模範生，專攻極高毛利的利基市場(鐵道/醫療)，獲利極穩。
8093,保銳,上櫃電子零組件,I023360|I023470,,電源轉型,電源供應器,,,機殼,,,醫療床(轉型),,,安控 PC DIY市場,,,醫療床訂單,,,轉型成效,,,本業獲利不穩,,,新業務營收低,,,市場競爭,,,主要做PC電源，近年轉型醫療照護設備，但成效尚未顯著貢獻獲利。
8091,翔名,上櫃電子零組件,J000490|I023172,,半導體耗材王,離子佈植機耗材,,,半導體設備零組件,,,維修服務,,,台積電/應材訂單,,,半導體稼動率,,,12吋廠產能,,,原廠(OEM)收回自製,,,半導體景氣下行,,,關鍵原料缺貨,,,半導體關鍵耗材(離子佈植)的在地化供應商，獲利隨晶圓廠稼動率波動。
